Query ID	Neighbor ID	Neighbor Pfam	SSN Query Cluster #	SSN Query Cluster Color	Query-Neighbor Distance	Query-Neighbor Directions
A0A2K0TER1	A0A2K0TER4	PF00072-PF00512-PF02518-PF13426	1	#FF0000	01	normal-complement
A0A2P4ZGJ6	A0A2P4ZGK2	PF00072-PF00512-PF02518-PF13426	1	#FF0000	01	complement-normal
G9NVD6	G9NVD5	PF00072-PF00512-PF02518-PF13426	1	#FF0000	01	normal-complement
A0A2T3Z1X5	A0A2T3Z1X8	PF00072-PF00512-PF02518-PF13426	1	#FF0000	01	normal-complement
A0A395P0W5	A0A395P0S4	PF00072-PF00512-PF02518-PF13426	1	#FF0000	01	normal-complement
A0A2T4BFL2	A0A2T4BFM0	PF00072-PF00512-PF02518-PF13426	1	#FF0000	01	complement-normal
A0A094FHJ5	A0A094FHK1	PF00072-PF00512-PF02518-PF13426	1	#FF0000	05	normal-complement
A0A074VRY1	A0A074WLB5	PF00072-PF02518-PF08448	1	#FF0000	02	normal-normal
A0A074VRY1	A0A074WLB5	PF00072-PF02518-PF08448	1	#FF0000	02	normal-normal
A0A074VRY1	A0A074WLB5	PF00072-PF02518-PF08448	1	#FF0000	02	normal-normal
A0A8H6LR59	A0A8H6H266	PF00075	1	#FF0000	06	complement-complement
A0A074VRY1	A0A074VQZ6	PF00076	1	#FF0000	03	normal-complement
A0A074X9I9	A0A074WDV8	PF00076	1	#FF0000	04	complement-complement
A0A0D2IDC3	A0A0D2IDC8	PF00076	1	#FF0000	05	normal-normal
W3X6H6	W3X6G6	PF00076	1	#FF0000	10	normal-complement
A0A1Y2WZS5	A0A1Y2WZR5	PF00076	1	#FF0000	10	complement-complement
A0A7C8IWG0	A0A7C8J636	PF00076	1	#FF0000	09	complement-normal
A0A553I883	A0A553I886	PF00076	1	#FF0000	09	normal-complement
A0A1V1TR60	A0A1V1TQQ0	PF00076	1	#FF0000	07	normal-complement
A0A1W2TF28	A0A1W2TF24	PF00076	1	#FF0000	08	complement-normal
A0A8T9BG93	A0A8T9BG80	PF00076	1	#FF0000	09	complement-complement
A0A1W5D8P9	A0A1W5D8N8	PF00076	1	#FF0000	03	complement-complement
A0A5M8PIB3	A0A1W5D8N8	PF00076	1	#FF0000	04	normal-normal
A0A395HNQ2	A0A395HNR1	PF00076	1	#FF0000	10	normal-complement
A0A1Y2DTK3	A0A1Y2DV20	PF00076-PF00658	1	#FF0000	04	complement-normal
A0A1Y2DTK3	A0A1Y2DV20	PF00076-PF00658	1	#FF0000	04	complement-normal
A0A0A1T9W8	A0A0A1TL31	PF00076-PF03467	1	#FF0000	09	complement-normal
A0A0A1T9W8	A0A0A1TL31	PF00076-PF03467	1	#FF0000	09	complement-normal
A0A3M7N2I3	A0A3M7N534	PF00076-PF16842	1	#FF0000	02	normal-normal
A0A3M0WBT5	A0A3M0WBM4	PF00076-PF16842	1	#FF0000	02	normal-normal
A0A3M7N2I3	A0A3M7N534	PF00076-PF16842	1	#FF0000	02	normal-normal
A0A3M0WBT5	A0A3M0WBM4	PF00076-PF16842	1	#FF0000	02	normal-normal
Q5BG00	Q5BFZ4	PF00078	1	#FF0000	07	complement-complement
A0A1U8QM90	A0A1U8QSH8	PF00078	1	#FF0000	06	normal-normal
B8LV27	B8LV23	PF00078	1	#FF0000	04	complement-complement
A0A7D5Z9C4	A0A7D5UZ97	PF00078-PF00098-PF00385-PF00665-PF03732-PF08284-PF17917-PF17921	1	#FF0000	05	normal-complement
A0A7D5Z9C4	A0A7D5UZ97	PF00078-PF00098-PF00385-PF00665-PF03732-PF08284-PF17917-PF17921	1	#FF0000	05	normal-complement
A0A7D5Z9C4	A0A7D5UZ97	PF00078-PF00098-PF00385-PF00665-PF03732-PF08284-PF17917-PF17921	1	#FF0000	05	normal-complement
A0A7D5Z9C4	A0A7D5UZ97	PF00078-PF00098-PF00385-PF00665-PF03732-PF08284-PF17917-PF17921	1	#FF0000	05	normal-complement
A0A7D5Z9C4	A0A7D5UZ97	PF00078-PF00098-PF00385-PF00665-PF03732-PF08284-PF17917-PF17921	1	#FF0000	05	normal-complement
A0A7D5Z9C4	A0A7D5UZ97	PF00078-PF00098-PF00385-PF00665-PF03732-PF08284-PF17917-PF17921	1	#FF0000	05	normal-complement
A0A7D5Z9C4	A0A7D5UZ97	PF00078-PF00098-PF00385-PF00665-PF03732-PF08284-PF17917-PF17921	1	#FF0000	05	normal-complement
A0A7D5Z9C4	A0A7D5UZ97	PF00078-PF00098-PF00385-PF00665-PF03732-PF08284-PF17917-PF17921	1	#FF0000	05	normal-complement
Q5BBP7	C8VLF5	PF00078-PF00385-PF00665-PF17917-PF17921	1	#FF0000	06	normal-normal
Q5BBP7	C8VLF5	PF00078-PF00385-PF00665-PF17917-PF17921	1	#FF0000	06	normal-normal
Q5BBP7	C8VLF5	PF00078-PF00385-PF00665-PF17917-PF17921	1	#FF0000	06	normal-normal
Q5BBP7	C8VLF5	PF00078-PF00385-PF00665-PF17917-PF17921	1	#FF0000	06	normal-normal
Q5BBP7	C8VLF5	PF00078-PF00385-PF00665-PF17917-PF17921	1	#FF0000	06	normal-normal
A0A1W5D8P9	A0A1W5D9C7	PF00078-PF00385-PF17917-PF17921	1	#FF0000	03	complement-complement
A0A1W5D8P9	A0A1W5D9C7	PF00078-PF00385-PF17917-PF17921	1	#FF0000	03	complement-complement
A0A1W5D8P9	A0A1W5D9C7	PF00078-PF00385-PF17917-PF17921	1	#FF0000	03	complement-complement
A0A1W5D8P9	A0A1W5D9C7	PF00078-PF00385-PF17917-PF17921	1	#FF0000	03	complement-complement
A0A7R7XMJ2	A0A7R7XP94	PF00078-PF12009	1	#FF0000	06	normal-normal
A0A7R7XMJ2	A0A7R7XP94	PF00078-PF12009	1	#FF0000	06	normal-normal
A0A8H6LR59	A0A8H6H263	PF00078-PF14529	1	#FF0000	05	complement-complement
A0A8H6LR59	A0A8H6H263	PF00078-PF14529	1	#FF0000	05	complement-complement
A0A1U8QG93	Q5BBQ3	PF00078-PF17919	1	#FF0000	06	normal-normal
A0A1U8QG93	Q5BBQ3	PF00078-PF17919	1	#FF0000	06	normal-normal
A0A8H6X6C6	A0A8H7CGC8	PF00082	1	#FF0000	06	complement-normal
A0A2T4B186	A0A2T4B0Z5	PF00082	1	#FF0000	09	complement-complement
A0A084B9Z5	A0A084B9Z9	PF00082	1	#FF0000	04	normal-normal
A0A066XNB7	A0A066XEB5	PF00082-PF05922	1	#FF0000	08	complement-complement
A0A161WPF1	A0A161YJK2	PF00082-PF05922	1	#FF0000	09	normal-normal
A0A4U6XJ17	A0A4U6XKP6	PF00082-PF05922	1	#FF0000	05	normal-normal
A0A0I9YM31	A0A0I9YM39	PF00082-PF05922	1	#FF0000	10	complement-normal
W7N6X1	W7N709	PF00082-PF05922	1	#FF0000	10	complement-normal
A0A8H5ND27	A0A8H5JS05	PF00082-PF05922	1	#FF0000	10	normal-complement
C5PCB9	C5PCB1	PF00082-PF05922	1	#FF0000	08	complement-normal
A0A066XNB7	A0A066XEB5	PF00082-PF05922	1	#FF0000	08	complement-complement
A0A161WPF1	A0A161YJK2	PF00082-PF05922	1	#FF0000	09	normal-normal
A0A4U6XJ17	A0A4U6XKP6	PF00082-PF05922	1	#FF0000	05	normal-normal
A0A0I9YM31	A0A0I9YM39	PF00082-PF05922	1	#FF0000	10	complement-normal
W7N6X1	W7N709	PF00082-PF05922	1	#FF0000	10	complement-normal
A0A8H5ND27	A0A8H5JS05	PF00082-PF05922	1	#FF0000	10	normal-complement
C5PCB9	C5PCB1	PF00082-PF05922	1	#FF0000	08	complement-normal
A0A161WPF1	A0A166U8P1	PF00082-PF06280	1	#FF0000	05	normal-normal
A0A4T0WIM4	A0A4T0WIW3	PF00082-PF06280	1	#FF0000	08	normal-normal
H1VFJ4	A0A1B7YEQ9	PF00082-PF06280	1	#FF0000	08	complement-complement
J3P0Y0	J3P0X6	PF00082-PF06280	1	#FF0000	04	normal-complement
A0A161WPF1	A0A166U8P1	PF00082-PF06280	1	#FF0000	05	normal-normal
A0A4T0WIM4	A0A4T0WIW3	PF00082-PF06280	1	#FF0000	08	normal-normal
H1VFJ4	A0A1B7YEQ9	PF00082-PF06280	1	#FF0000	08	complement-complement
J3P0Y0	J3P0X6	PF00082-PF06280	1	#FF0000	04	normal-complement
A0A1Y2DIY0	A0A1Y2DK83	PF00082-PF09286	1	#FF0000	05	complement-normal
R1GMX8	R1GMY2	PF00082-PF09286	1	#FF0000	07	normal-normal
A0A1Y2DIY0	A0A1Y2DK83	PF00082-PF09286	1	#FF0000	05	complement-normal
R1GMX8	R1GMY2	PF00082-PF09286	1	#FF0000	07	normal-normal
A0A132BAA4	A0A132B9X6	PF00083	1	#FF0000	05	complement-complement
A0A8T8TVP0	A0A8T8TVM7	PF00083	1	#FF0000	04	normal-complement
A0A074X9I9	A0A074X9I4	PF00083	1	#FF0000	05	complement-normal
A0A8H7K4G7	A0A8H7K3V5	PF00083	1	#FF0000	07	normal-normal
A0A8H7K4G7	A0A8H7K4U0	PF00083	1	#FF0000	08	normal-complement
A0A8H7K4G7	A0A8H7K2A1	PF00083	1	#FF0000	09	normal-complement
A0A8H5R188	A0A8H5R0V0	PF00083	1	#FF0000	10	complement-normal
A0A8H5WJB3	A0A8H5SUM7	PF00083	1	#FF0000	07	complement-normal
A0A8K0RND8	A0A8K0RL90	PF00083	1	#FF0000	07	normal-complement
A0A8J2J5M6	A0A8J2ILA8	PF00083	1	#FF0000	03	normal-complement
A0A395MK84	A0A395MKG1	PF00083	1	#FF0000	03	complement-normal
A0A8H5DBF5	A0A8H4XWY6	PF00083	1	#FF0000	09	complement-complement
G9NQK8	G9NQL3	PF00083	1	#FF0000	05	complement-complement
A0A2P4ZQX8	A0A2P4ZQT7	PF00083	1	#FF0000	05	normal-normal
A0A2K0TIR4	A0A2K0TIR5	PF00083	1	#FF0000	03	complement-complement
W9XAN8	W9XK11	PF00083	1	#FF0000	02	complement-complement
A0A1R3RWP2	A0A1R3RWL9	PF00083	1	#FF0000	06	normal-complement
A0A395GQ40	A0A395GQ49	PF00083	1	#FF0000	10	complement-normal
A0A317WEK1	A0A317WAZ2	PF00083	1	#FF0000	07	complement-normal
A0A319DE13	A0A319ENJ1	PF00083	1	#FF0000	05	normal-normal
G3YCY6	G3YCZ2	PF00083	1	#FF0000	06	complement-normal
A0A505HUS4	A0A3F3RTY2	PF00083	1	#FF0000	06	complement-normal
A0A318YTU0	A0A318YSQ6	PF00083	1	#FF0000	09	complement-normal
A0A319B433	A0A319BWN1	PF00083	1	#FF0000	08	normal-complement
G7XA69	G7XA63	PF00083	1	#FF0000	06	normal-complement
A0A146F8N5	A0A146F921	PF00083	1	#FF0000	07	complement-normal
A0A1M3TVW7	A0A1M3TVU2	PF00083	1	#FF0000	09	complement-normal
A0A370P9M5	A0A370P9M0	PF00083	1	#FF0000	04	complement-normal
A0A370P9M5	A0A370P9N3	PF00083	1	#FF0000	10	complement-normal
A0A319AAG0	A0A319AAH3	PF00083	1	#FF0000	09	normal-complement
A0A319AAG0	A0A319AIB9	PF00083	1	#FF0000	04	normal-complement
A0A8H3SW09	A0A8H3SWJ4	PF00083	1	#FF0000	07	complement-normal
A0A3F3RTL0	A0A3F3RT38	PF00083	1	#FF0000	04	complement-normal
A0A3F3RTL0	A0A3F3RTY2	PF00083	1	#FF0000	07	complement-normal
A0A1L9N154	A0A1L9N124	PF00083	1	#FF0000	09	complement-normal
A0A1L9V1U7	A0A1L9V1V9	PF00083	1	#FF0000	10	complement-normal
A0A317WBR5	A0A317WAY0	PF00083	1	#FF0000	09	complement-normal
A0A370BZU1	A0A370C2U1	PF00083	1	#FF0000	07	normal-complement
A0A370BZU1	A0A370C5S6	PF00083	1	#FF0000	05	normal-complement
A0A8G1VJA0	A0A8G1QWL1	PF00083	1	#FF0000	07	complement-normal
A0A3F3QAE4	A0A3F3QAF3	PF00083	1	#FF0000	10	complement-normal
A0A317VA36	A0A317VCY7	PF00083	1	#FF0000	02	normal-complement
A0A8H6QPA1	A0A8H6V4Y6	PF00083	1	#FF0000	07	complement-normal
A0A0S7DX89	A0A0S7DNL1	PF00083	1	#FF0000	09	complement-normal
A0A0J5PQJ4	A0A0J5PN90	PF00083	1	#FF0000	07	normal-complement
B0XVH7	B0XVH0	PF00083	1	#FF0000	07	normal-complement
A0A8H6Q8E3	A0A8H6QAW2	PF00083	1	#FF0000	09	complement-normal
A0A8E0QIZ9	A0A8H3P3Z3	PF00083	1	#FF0000	10	normal-complement
A0A8H3P795	A0A8H3P3Z3	PF00083	1	#FF0000	10	complement-normal
A1DFU8	A1DFT9	PF00083	1	#FF0000	09	normal-complement
A0A8H4G0J6	A0A0S7DNL1	PF00083	1	#FF0000	09	complement-normal
A0A2I1CLF5	A0A2I1CLE6	PF00083	1	#FF0000	09	normal-complement
Q4WHI7	Q4WHJ4	PF00083	1	#FF0000	07	normal-complement
A0A8H4HFI7	A0A8H4MG32	PF00083	1	#FF0000	09	normal-complement
A1CEE6	A1CEF2	PF00083	1	#FF0000	06	complement-normal
Q0CK18	Q0CK11	PF00083	1	#FF0000	07	normal-complement
A0A5M3Z8S6	A0A5M3Z4R6	PF00083	1	#FF0000	08	normal-complement
A0A1L9X1F0	A0A1L9X1A2	PF00083	1	#FF0000	07	normal-normal
A0A8T8XDU5	A0A8T8XCJ1	PF00083	1	#FF0000	07	complement-complement
A0A8T8XDU5	A0A8T8XFD2	PF00083	1	#FF0000	02	complement-complement
A0A8G1RM54	A0A8G1RGX5	PF00083	1	#FF0000	03	normal-normal
A0A8G1RM54	A0A8G1RHP0	PF00083	1	#FF0000	08	normal-normal
A0A319CHF6	A0A319DAN5	PF00083	1	#FF0000	07	complement-complement
A0A319CHF6	A0A319D1Z4	PF00083	1	#FF0000	02	complement-complement
A0A2V5IFR1	A0A2V5I2Z2	PF00083	1	#FF0000	09	complement-complement
A0A2V5IFR1	A0A2V5HBH3	PF00083	1	#FF0000	03	complement-complement
A0A2V5J2K2	A0A2V5IQ50	PF00083	1	#FF0000	03	normal-normal
A0A318ZHV4	A0A319A2R7	PF00083	1	#FF0000	03	normal-normal
A0A318ZHV4	A0A318ZQ29	PF00083	1	#FF0000	08	normal-normal
A0A395IDJ1	A0A395I8C1	PF00083	1	#FF0000	02	normal-normal
A0A395IDJ1	A0A395IAR6	PF00083	1	#FF0000	09	normal-normal
A0A1L9R6U3	A0A1L9R6S7	PF00083	1	#FF0000	08	normal-complement
A0A017S3X2	A0A017S1R2	PF00083	1	#FF0000	07	normal-normal
A0A7R7VY70	A0A7R7VXD6	PF00083	1	#FF0000	08	normal-normal
A0A2K1QI29	A0A2K1QID1	PF00083	1	#FF0000	02	complement-normal
C7YJ59	C7YJ61	PF00083	1	#FF0000	02	normal-complement
A0A428RGV6	A0A428RGX0	PF00083	1	#FF0000	04	complement-complement
A0A430LT16	A0A430LSZ9	PF00083	1	#FF0000	04	complement-complement
A0A428P0H7	A0A428P0G0	PF00083	1	#FF0000	04	normal-normal
A0A428S8C8	A0A428S950	PF00083	1	#FF0000	04	complement-complement
A0A428T275	A0A428T1X1	PF00083	1	#FF0000	04	complement-complement
A0A3M2S6T7	A0A3M2S6W8	PF00083	1	#FF0000	04	complement-complement
A0A428P3W2	A0A428P3R2	PF00083	1	#FF0000	03	normal-complement
A0A507ALR6	A0A507AW92	PF00083	1	#FF0000	03	complement-complement
A0A6H0Y0J6	A0A6H0Y0N0	PF00083	1	#FF0000	09	complement-normal
A0A1Y2DIY0	A0A1Y2DIV7	PF00083	1	#FF0000	08	complement-complement
A0A0F2MFN5	A0A0F2MF07	PF00083	1	#FF0000	06	normal-complement
U7Q1M7	U7Q1M2	PF00083	1	#FF0000	05	normal-complement
A0A4V3HQ81	A0A4R8PMG6	PF00083	1	#FF0000	08	complement-normal
A0A4R8PR61	A0A4R8PET9	PF00083	1	#FF0000	08	complement-normal
N4V324	A0A484F7L2	PF00083	1	#FF0000	10	normal-complement
A0A8H5JGM4	A0A8H5JE40	PF00083	1	#FF0000	10	complement-normal
A0A6M7Z3Q6	W9J9D1	PF00083	1	#FF0000	04	complement-complement
W9JDV3	W9J9D1	PF00083	1	#FF0000	03	normal-normal
A0A8K0Q5S0	A0A8K0Q5W0	PF00083	1	#FF0000	02	normal-complement
A0A8K0Q5S0	A0A8K0VEQ7	PF00083	1	#FF0000	10	normal-normal
A0A1J7IDE3	A0A1J7JDR1	PF00083	1	#FF0000	05	complement-normal
A0A1Y2VGM7	A0A1Y2VGL8	PF00083	1	#FF0000	10	complement-normal
A0A1Y2VGM7	A0A1Y2VGV4	PF00083	1	#FF0000	08	complement-complement
A0A1Y2TLU1	A0A1Y2TLH1	PF00083	1	#FF0000	08	normal-normal
A0A1Y2WZS5	A0A1Y2X278	PF00083	1	#FF0000	03	complement-complement
A0A1Y2VP23	A0A1Y2VKQ6	PF00083	1	#FF0000	03	normal-normal
F8MG97	F8MGA7	PF00083	1	#FF0000	10	normal-complement
A0A1V6Q5I5	A0A1V6Q3W4	PF00083	1	#FF0000	08	normal-normal
A0A8J5NK68	A0A8J5NT62	PF00083	1	#FF0000	10	normal-normal
A0A1F5LK35	A0A1F5LIM9	PF00083	1	#FF0000	02	complement-complement
A0A135LJ57	A0A135LJ88	PF00083	1	#FF0000	02	normal-normal
A0A0A2JUY6	A0A0A2JBQ4	PF00083	1	#FF0000	08	normal-complement
A0A1L9Q1X2	A0A1L9Q1W4	PF00083	1	#FF0000	10	complement-complement
A0A1V6UTG0	A0A1V6USA3	PF00083	1	#FF0000	06	normal-complement
U1G8I1	U1GNA3	PF00083	1	#FF0000	06	complement-complement
A0A1E1MJI6	A0A1E1MIE6	PF00083	1	#FF0000	07	normal-complement
A0A1E1LE35	A0A1E1LEF2	PF00083	1	#FF0000	08	complement-normal
A0A1E1LFY3	A0A1E1LG28	PF00083	1	#FF0000	08	complement-normal
A0A1L9PH95	A0A1L9PH98	PF00083	1	#FF0000	08	normal-complement
A0A1L9TQ57	A0A1L9TQ52	PF00083	1	#FF0000	07	normal-complement
A0A0F8VIX1	A0A0F8X020	PF00083	1	#FF0000	06	normal-complement
A0A0F8UJB5	A0A0F8WPS1	PF00083	1	#FF0000	08	complement-normal
A0A2T5M0L3	A0A2T5M0K4	PF00083	1	#FF0000	07	normal-complement
A0A8K0QBF1	A0A8K0QB87	PF00083	1	#FF0000	10	normal-normal
A0A0L0N339	A0A0L0N2R0	PF00083	1	#FF0000	08	complement-normal
A0A1S9D6W2	Q96WT5	PF00083	1	#FF0000	08	normal-normal
A0A3M7K0Y4	A0A3M7JZ45	PF00083	1	#FF0000	10	normal-normal
A0A5N6XIJ7	A0A5N6XJG8	PF00083	1	#FF0000	09	complement-complement
A0A0G2DVP9	A0A0G2DTG1	PF00083	1	#FF0000	06	normal-complement
A0A1L9PY59	A0A1L9PY52	PF00083	1	#FF0000	09	normal-normal
Q2GPT3	Q2GPU1	PF00083	1	#FF0000	08	normal-complement
A0A421CTW4	A0A421CU15	PF00083	1	#FF0000	06	complement-normal
A0A397I4R6	A0A397I216	PF00083	1	#FF0000	06	complement-normal
A0A397I4R6	A0A397I0T7	PF00083	1	#FF0000	08	complement-complement
A0A318Z8J7	A0A318Z8K6	PF00083	1	#FF0000	10	complement-normal
A0A319E6Y2	A0A319E6X1	PF00083	1	#FF0000	10	normal-complement
A0A7C8L712	A0A7C8GXP7	PF00083	1	#FF0000	09	complement-complement
B6QSZ7	B6QT05	PF00083	1	#FF0000	08	complement-complement
A0A093VHS7	A0A093VSC6	PF00083	1	#FF0000	08	normal-normal
B8MLU8	B8MLV7	PF00083	1	#FF0000	09	complement-normal
A0A1V6S4L1	A0A1V6S4M0	PF00083	1	#FF0000	01	complement-normal
G9NYC1	G9NYA5	PF00083	1	#FF0000	05	complement-complement
A0A2K0T9N3	A0A2K0T9N9	PF00083	1	#FF0000	05	complement-complement
A0A395P0W5	A0A395P1N6	PF00083	1	#FF0000	02	normal-complement
A0A4Q4Y4U7	A0A4Q4Y6A7	PF00083	1	#FF0000	08	complement-complement
A0A3D8SKY7	A0A3D8SKZ9	PF00083	1	#FF0000	04	complement-normal
A0A3D8SKY7	A0A3D8SLC1	PF00083	1	#FF0000	07	complement-normal
Q5B8A3	A0A1U8QWF9	PF00083	1	#FF0000	07	complement-complement
Q5B8A3	A0A1U8QQH8	PF00083	1	#FF0000	06	complement-normal
A0A317WPY4	A0A317WNR4	PF00083	1	#FF0000	09	complement-complement
A0A319FJC2	A0A319EJD7	PF00083	1	#FF0000	08	normal-normal
A0A2V5HFP4	A0A2V5HSE7	PF00083	1	#FF0000	07	complement-complement
A0A319CNN1	A0A319CQA3	PF00083	1	#FF0000	04	normal-normal
A0A2V5IMT8	A0A2V5IFC2	PF00083	1	#FF0000	04	normal-normal
A0A8T8XAY5	A0A8T8X8Y4	PF00083	1	#FF0000	07	complement-complement
A0A8K0PVE1	A0A8K0PXB6	PF00083	1	#FF0000	03	complement-complement
C7ZGA8	C7ZGB1	PF00083	1	#FF0000	03	normal-normal
A0A428PI42	A0A428PI08	PF00083	1	#FF0000	03	complement-complement
C7ZGU8	C7ZGV1	PF00083	1	#FF0000	03	normal-normal
A0A010Q0S4	A0A010Q9L8	PF00083	1	#FF0000	03	normal-normal
A0A135S0Y6	A0A135S0Y7	PF00083	1	#FF0000	03	complement-complement
A0A8H4TUY1	A0A8H4X7S4	PF00083	1	#FF0000	03	complement-complement
L2GI92	L2G276	PF00083	1	#FF0000	04	complement-complement
L2GI92	A0A7J6JHU1	PF00083	1	#FF0000	03	complement-complement
A0A8H4C6W0	A0A8H4C7A1	PF00083	1	#FF0000	03	normal-normal
T0M143	T0KGD9	PF00083	1	#FF0000	03	complement-complement
A0A8S9CFL5	A0A8S9CH48	PF00083	1	#FF0000	03	normal-normal
A0A0D2FBP7	A0A0D2GSS4	PF00083	1	#FF0000	09	complement-normal
A0A177F7Q5	A0A177F6F9	PF00083	1	#FF0000	08	normal-complement
A0A178CL26	A0A178CKD1	PF00083	1	#FF0000	08	complement-normal
R1ED39	R1G2N5	PF00083	1	#FF0000	03	complement-normal
A0A1L7XTG3	A0A1L7XTG0	PF00083	1	#FF0000	04	complement-normal
A0A2J6T6V3	A0A2J6T6T9	PF00083	1	#FF0000	05	complement-normal
A0A2J6TME4	A0A2J6TMH0	PF00083	1	#FF0000	05	complement-normal
A0A8G1W0L0	A0A8G1RSL3	PF00083-PF00330-PF00694	1	#FF0000	10	complement-normal
A0A2V5JB45	A0A2V5JB50	PF00083-PF00330-PF00694	1	#FF0000	10	normal-complement
A0A8G1W0L0	A0A8G1RSL3	PF00083-PF00330-PF00694	1	#FF0000	10	complement-normal
A0A2V5JB45	A0A2V5JB50	PF00083-PF00330-PF00694	1	#FF0000	10	normal-complement
A0A8G1W0L0	A0A8G1RSL3	PF00083-PF00330-PF00694	1	#FF0000	10	complement-normal
A0A2V5JB45	A0A2V5JB50	PF00083-PF00330-PF00694	1	#FF0000	10	normal-complement
A0A135THL2	A0A135THF7	PF00083-PF01494	1	#FF0000	02	complement-complement
A0A135THL2	A0A135THF7	PF00083-PF01494	1	#FF0000	02	complement-complement
A0A401KMN8	A0A401KMP7	PF00083-PF04082	1	#FF0000	06	complement-normal
A0A117E152	A0A100IKC9	PF00083-PF04082	1	#FF0000	06	complement-normal
A0A401KMN8	A0A401KMP7	PF00083-PF04082	1	#FF0000	06	complement-normal
A0A117E152	A0A100IKC9	PF00083-PF04082	1	#FF0000	06	complement-normal
A0A3S4APY6	A0A3S4AQ28	PF00083-PF07690	1	#FF0000	08	normal-normal
A0A3S4APY6	A0A3S4AQ28	PF00083-PF07690	1	#FF0000	08	normal-normal
A0A397I4R6	A0A397HYJ7	PF00083-PF13649	1	#FF0000	07	complement-complement
A0A397I4R6	A0A397HYJ7	PF00083-PF13649	1	#FF0000	07	complement-complement
A0A8E5HLK1	A0A8E5HLA8	PF00085	1	#FF0000	06	normal-complement
A0A1J7JBE9	A0A1J7IIB1	PF00085	1	#FF0000	05	complement-normal
A0A1E1MJI6	A0A1E1MIC0	PF00085-PF00462	1	#FF0000	04	normal-complement
A0A1E1LE35	A0A1E1LEH4	PF00085-PF00462	1	#FF0000	05	complement-normal
A0A1E1LFY3	A0A1E1LFS1	PF00085-PF00462	1	#FF0000	05	complement-normal
A0A101MPG3	A0A124GSF6	PF00085-PF00462	1	#FF0000	09	normal-normal
A0A1E1MJI6	A0A1E1MIC0	PF00085-PF00462	1	#FF0000	04	normal-complement
A0A1E1LE35	A0A1E1LEH4	PF00085-PF00462	1	#FF0000	05	complement-normal
A0A1E1LFY3	A0A1E1LFS1	PF00085-PF00462	1	#FF0000	05	complement-normal
A0A101MPG3	A0A124GSF6	PF00085-PF00462	1	#FF0000	09	normal-normal
A0A2H3IM08	A0A2H3I7C5	PF00085-PF00752-PF07749-PF12246-PF12247	1	#FF0000	07	complement-normal
A0A2H3IM08	A0A2H3I7C5	PF00085-PF00752-PF07749-PF12246-PF12247	1	#FF0000	07	complement-normal
A0A2H3IM08	A0A2H3I7C5	PF00085-PF00752-PF07749-PF12246-PF12247	1	#FF0000	07	complement-normal
A0A2H3IM08	A0A2H3I7C5	PF00085-PF00752-PF07749-PF12246-PF12247	1	#FF0000	07	complement-normal
A0A2H3IM08	A0A2H3I7C5	PF00085-PF00752-PF07749-PF12246-PF12247	1	#FF0000	07	complement-normal
A0A364L5D0	A0A364L5E0	PF00085-PF07749	1	#FF0000	08	complement-normal
A0A6V8H4R7	A0A6V8H394	PF00085-PF07749	1	#FF0000	08	normal-complement
B8M358	B8M349	PF00085-PF07749	1	#FF0000	09	normal-complement
A0A225AZU3	A0A225AJ31	PF00085-PF07749	1	#FF0000	09	complement-normal
A0A364L5D0	A0A364L5E0	PF00085-PF07749	1	#FF0000	08	complement-normal
A0A6V8H4R7	A0A6V8H394	PF00085-PF07749	1	#FF0000	08	normal-complement
B8M358	B8M349	PF00085-PF07749	1	#FF0000	09	normal-complement
A0A225AZU3	A0A225AJ31	PF00085-PF07749	1	#FF0000	09	complement-normal
A0A084GFZ0	A0A084GFZ7	PF00085-PF13848	1	#FF0000	07	normal-normal
A0A194XPS8	A0A194XQD0	PF00085-PF13848	1	#FF0000	04	complement-complement
A0A1L7WCS8	A0A1L7WCT3	PF00085-PF13848	1	#FF0000	05	normal-complement
A0A2J6PVA7	A0A2J6PVB0	PF00085-PF13848	1	#FF0000	05	normal-complement
A0A2J6SLX3	A0A2J6SLS1	PF00085-PF13848	1	#FF0000	05	complement-normal
A0A2J6QY09	A0A2J6QY30	PF00085-PF13848	1	#FF0000	05	normal-complement
A0A8H7XJR6	A0A8H7XHD1	PF00085-PF13848	1	#FF0000	08	normal-complement
A0A8H8BWG1	A0A8H7WKY4	PF00085-PF13848	1	#FF0000	08	complement-normal
A0A2V1CSE9	A0A2V1CS28	PF00085-PF13848	1	#FF0000	09	normal-complement
A0A1E1KXN0	A0A1E1L0J5	PF00085-PF13848	1	#FF0000	08	complement-complement
A0A1E1ME21	A0A1E1MEY8	PF00085-PF13848	1	#FF0000	08	complement-complement
A0A1E1K980	A0A1E1K9F7	PF00085-PF13848	1	#FF0000	08	normal-normal
A0A2T3B8E9	A0A2T3B8E5	PF00085-PF13848	1	#FF0000	05	complement-normal
A0A3D8RVV1	A0A3D8RVN1	PF00085-PF13848	1	#FF0000	08	normal-normal
A0A3D8SFA0	A0A3D8SH04	PF00085-PF13848	1	#FF0000	08	complement-complement
A0A8H8U1G9	A0A8H8R3M2	PF00085-PF13848	1	#FF0000	05	normal-complement
S3DC98	S3DC94	PF00085-PF13848	1	#FF0000	05	complement-normal
A0A5M9JP13	A0A5M9JLN1	PF00085-PF13848	1	#FF0000	08	complement-complement
